issue_key,design_decision_types,project,issue_id,votes,parent_key,parent_summary,has_parent,summary,description,raw_text,cleaned_text,token_list,issue_type,status,priority,reporter,assignee,created_date,updated_date,resolution_date,labels,components,fix_versions,comments,number_of_comments,comment_dates,comment_developers,bot_comment_count,human_comment_count,has_bot_comments,attachments,number_of_attachments,attachment_dates,attachment_files,has_attachments
YARN-4221,True False False,YARN,12902195,0,YARN-2928,YARN Timeline Service v.2: alpha 1,True,Store user in app to flow table,"We should store user as well in in app to flow table.
For queries where user is not supplied and flow context can be retrieved from app to flow table, we should take the user from app to flow table instead of considering UGI as default user.

This is as per discussion on YARN-3864",,,,Sub-task,Resolved,Major,Varun Saxena,Varun Saxena,2015-10-02T20:11:54.320+0000,2017-10-21T06:05:31.030+0000,2015-10-24T05:08:12.906+0000,,timelineserver,"2.9.0, 3.0.0-alpha1",,13,"['2015-10-04T22:25:29.179+0000', '2015-10-05T17:05:47.697+0000', '2015-10-07T14:58:50.237+0000', '2015-10-07T15:51:10.620+0000', '2015-10-14T16:12:28.357+0000', '2015-10-19T21:44:26.970+0000', '2015-10-20T09:44:32.756+0000', '2015-10-20T22:31:35.672+0000', '2015-10-23T17:24:33.480+0000', '2015-10-24T02:33:48.246+0000', '2015-10-24T05:08:12.946+0000', '2015-10-24T17:20:19.678+0000', '2016-07-10T16:24:45.770+0000']","['Varun Saxena', 'Sangjin Lee', 'Varun Saxena', 'Hadoop QA', 'Varun Saxena', 'Sangjin Lee', 'Varun Saxena', 'Hadoop QA', 'Sangjin Lee', 'Hadoop QA', 'Sangjin Lee', 'Varun Saxena', 'Hudson']",,,,,3,"['2015-10-04T22:25:29.167+0000', '2015-10-07T14:56:52.747+0000', '2015-10-20T20:01:49.353+0000']","['YARN-4221-YARN-2928.01.patch', 'YARN-4221-YARN-2928.02.patch', 'YARN-4221-YARN-2928.03.patch']",True
YARN-4219,True True False,YARN,12901994,0,YARN-4233,YARN Timeline Service plugin: ATS v1.5,True,New levelDB cache storage for timeline v1.5,"We need to have an ""offline"" caching storage for timeline server v1.5 after the changes in YARN-3942. The in memory timeline storage may run into OOM issues when used as a cache storage for entity file timeline storage. We can refactor the code and have a level db based caching storage for this use case.",,,,Sub-task,Resolved,Major,Li Lu,Li Lu,2015-10-01T21:00:27.588+0000,2017-09-01T15:19:09.794+0000,2016-01-28T22:39:05.948+0000,,,"2.8.0, 3.0.0-alpha1",,36,"['2015-10-14T21:30:01.480+0000', '2015-10-14T21:52:12.779+0000', '2015-10-15T00:39:53.014+0000', '2015-10-30T00:24:41.322+0000', '2015-10-30T02:32:31.783+0000', '2015-11-05T22:24:10.408+0000', '2015-11-06T00:04:15.104+0000', '2015-11-06T00:48:07.107+0000', '2015-11-06T16:17:25.144+0000', '2015-11-06T18:20:36.584+0000', '2015-11-13T01:01:14.104+0000', '2015-11-14T00:51:48.265+0000', '2015-12-11T00:51:08.378+0000', '2016-01-18T19:42:26.893+0000', '2016-01-18T20:54:33.480+0000', '2016-01-19T04:11:24.906+0000', '2016-01-19T04:44:59.465+0000', '2016-01-19T06:33:57.093+0000', '2016-01-22T18:05:56.057+0000', '2016-01-22T23:48:44.713+0000', '2016-01-23T01:03:52.696+0000', '2016-01-26T22:15:40.628+0000', '2016-01-28T14:43:43.702+0000', '2016-01-28T22:38:47.961+0000', '2016-01-28T23:03:15.815+0000', '2016-01-29T05:57:47.055+0000', '2016-01-29T06:05:12.389+0000', '2016-01-29T06:09:05.974+0000', '2016-01-29T06:09:10.812+0000', '2016-01-29T06:10:03.758+0000', '2016-01-29T06:12:22.201+0000', '2016-01-29T06:15:24.184+0000', '2016-01-29T06:22:22.144+0000', '2016-01-29T06:25:06.905+0000', '2016-01-29T06:29:14.093+0000', '2016-01-29T06:38:57.619+0000']","['Li Lu', 'Li Lu', 'Hadoop QA', 'Li Lu', 'Hadoop QA', 'Li Lu', 'Hadoop QA', 'Xuan Gong', 'Jason Darrell Lowe', 'Li Lu', 'Li Lu', 'Li Lu', 'Li Lu', 'Li Lu', 'Hadoop QA', 'Xuan Gong', 'Li Lu', 'Hadoop QA', 'Junping Du', 'Li Lu', 'Hadoop QA', 'Jason Darrell Lowe', 'Junping Du', 'Xuan Gong', 'Hudson', 'Rohith Sharma K S', 'Li Lu', 'Li Lu', 'Rohith Sharma K S', 'Li Lu', 'Rohith Sharma K S', 'Li Lu', 'Rohith Sharma K S', 'Rohith Sharma K S', 'Li Lu', 'Hudson']",,,,,10,"['2015-10-14T21:52:12.769+0000', '2015-10-30T00:24:41.312+0000', '2015-11-05T22:24:10.397+0000', '2016-01-18T19:42:26.882+0000', '2016-01-19T04:44:59.454+0000', '2016-01-22T23:48:44.702+0000', '2016-01-29T06:09:05.962+0000', '2015-11-13T01:01:14.093+0000', '2015-11-14T00:53:16.794+0000', '2015-12-11T00:51:08.358+0000']","['YARN-4219-trunk.001.patch', 'YARN-4219-trunk.002.patch', 'YARN-4219-trunk.003.patch', 'YARN-4219-trunk.004.patch', 'YARN-4219-trunk.005.patch', 'YARN-4219-trunk.006.patch', 'YARN-4219-trunk.addendum1.patch', 'YARN-4219-YARN-4265.001.patch', 'YARN-4219-YARN-4265.002.patch', 'YARN-4219-YARN-4265.003.patch']",True
YARN-4205,True True False,YARN,12896089,0,YARN-3813,Support Application timeout feature in YARN.,True,Add a service for monitoring application life time out,"This JIRA intend to provide a lifetime monitor service. 
The service will monitor the applications where the life time is configured. If the application is running beyond the lifetime, it will be killed. 
The lifetime will be considered from the submit time.

The thread monitoring interval is configurable.",,,,Sub-task,Resolved,Major,nijel,Rohith Sharma K S,2015-09-24T11:57:38.707+0000,2016-11-21T05:52:34.111+0000,2016-09-29T14:10:20.323+0000,,scheduler,"2.9.0, 3.0.0-alpha2",,67,"['2015-09-24T17:00:45.689+0000', '2015-09-24T20:43:36.000+0000', '2015-09-25T00:38:26.122+0000', '2015-09-25T15:48:32.178+0000', '2015-09-25T19:53:27.252+0000', '2015-09-26T06:16:31.939+0000', '2015-09-28T05:46:54.852+0000', '2015-09-28T16:18:28.628+0000', '2016-02-12T04:02:56.502+0000', '2016-02-12T04:09:18.172+0000', '2016-08-30T11:59:58.399+0000', '2016-08-30T12:08:47.358+0000', '2016-09-01T16:20:31.471+0000', '2016-09-01T16:32:03.357+0000', '2016-09-01T17:37:32.987+0000', '2016-09-02T20:09:38.710+0000', '2016-09-04T18:24:17.383+0000', '2016-09-04T18:43:38.683+0000', '2016-09-04T19:39:18.753+0000', '2016-09-06T05:55:34.219+0000', '2016-09-06T07:08:23.447+0000', '2016-09-08T04:39:57.076+0000', '2016-09-12T12:50:11.698+0000', '2016-09-12T14:16:05.283+0000', '2016-09-12T22:21:08.366+0000', '2016-09-13T12:55:35.678+0000', '2016-09-13T14:11:45.634+0000', '2016-09-14T08:14:27.030+0000', '2016-09-20T02:13:56.574+0000', '2016-09-20T04:19:59.622+0000', '2016-09-20T05:20:54.629+0000', '2016-09-20T06:54:49.452+0000', '2016-09-20T08:40:43.189+0000', '2016-09-20T17:41:33.068+0000', '2016-09-20T18:44:41.556+0000', '2016-09-21T03:03:22.448+0000', '2016-09-21T03:30:24.427+0000', '2016-09-21T05:06:59.596+0000', '2016-09-21T19:10:09.700+0000', '2016-09-22T06:52:49.992+0000', '2016-09-26T05:13:38.526+0000', '2016-09-27T06:26:55.394+0000', '2016-09-27T08:39:25.054+0000', '2016-09-27T09:02:02.111+0000', '2016-09-28T03:53:46.510+0000', '2016-09-28T03:54:18.167+0000', '2016-09-28T11:35:02.033+0000', '2016-09-28T11:56:08.622+0000', '2016-09-28T12:15:41.214+0000', '2016-09-28T12:56:03.930+0000', '2016-09-28T13:40:42.811+0000', '2016-09-28T15:29:36.992+0000', '2016-09-28T16:45:18.118+0000', '2016-09-29T14:10:20.527+0000', '2016-09-29T14:22:00.230+0000', '2016-09-29T15:23:48.590+0000', '2016-09-29T21:09:16.122+0000', '2016-09-29T21:42:43.934+0000', '2016-09-29T22:14:39.010+0000', '2016-09-29T22:19:02.133+0000', '2016-09-29T22:31:23.234+0000', '2016-09-29T22:33:57.748+0000', '2016-09-29T22:43:27.334+0000', '2016-09-30T03:03:01.307+0000', '2016-09-30T04:44:27.869+0000', '2016-11-21T03:31:19.647+0000', '2016-11-21T05:52:34.111+0000']","['nijel', 'Hadoop QA', 'Wangda Tan', 'nijel', 'Hadoop QA', 'nijel', 'Rohith Sharma K S', 'nijel', 'Rohith Sharma K S', 'Hadoop QA', 'Rohith Sharma K S', 'Hadoop QA', 'Rohith Sharma K S', 'Rohith Sharma K S', 'Hadoop QA', 'Vinod Kumar Vavilapalli', 'Rohith Sharma K S', 'Rohith Sharma K S', 'Hadoop QA', 'Jian He', 'Rohith Sharma K S', 'Vinod Kumar Vavilapalli', 'Rohith Sharma K S', 'Hadoop QA', 'Vinod Kumar Vavilapalli', 'Rohith Sharma K S', 'Hadoop QA', 'Jian He', 'Gour Saha', 'Rohith Sharma K S', 'Rohith Sharma K S', 'Hadoop QA', 'Rohith Sharma K S', 'Rohith Sharma K S', 'Gour Saha', 'Rohith Sharma K S', 'Rohith Sharma K S', 'Hadoop QA', 'Gour Saha', 'Sunil G', 'Rohith Sharma K S', 'Gour Saha', 'Jian He', 'Jian He', 'Rohith Sharma K S', 'Rohith Sharma K S', 'Rohith Sharma K S', 'Jian He', 'Rohith Sharma K S', 'Hadoop QA', 'Hadoop QA', 'Rohith Sharma K S', 'Hadoop QA', 'Jian He', 'Hudson', 'Rohith Sharma K S', 'Chris Nauroth', 'Li Lu', 'Chris Nauroth', 'Li Lu', 'Chris Nauroth', 'Li Lu', 'Li Lu', 'Rohith Sharma K S', 'Jian He', 'stefanlee', 'Rohith Sharma K S']",,,,,13,"['2016-09-01T16:20:31.440+0000', '2016-09-04T18:27:54.851+0000', '2016-09-12T12:50:11.668+0000', '2016-09-13T12:55:35.665+0000', '2016-09-20T05:20:54.618+0000', '2016-09-21T03:30:24.417+0000', '2016-09-28T12:15:41.204+0000', '2016-09-28T15:29:36.980+0000', '2016-09-28T11:35:02.021+0000', '2015-09-24T17:00:45.679+0000', '2015-09-25T15:48:47.318+0000', '2015-09-28T16:35:17.822+0000', '2016-09-29T21:42:43.922+0000']","['0001-YARN-4205.patch', '0002-YARN-4205.patch', '0003-YARN-4205.patch', '0004-YARN-4205.patch', '0005-YARN-4205.patch', '0006-YARN-4205.patch', '0007-YARN-4205.1.patch', '0007-YARN-4205.2.patch', '0007-YARN-4205.patch', 'YARN-4205_01.patch', 'YARN-4205_02.patch', 'YARN-4205_03.patch', 'YARN-4205-addendum.001.patch']",True
YARN-4199,False True False,YARN,12895329,0,,,False,Minimize lock time in LeveldbTimelineStore.discardOldEntities,"In current implementation, LeveldbTimelineStore.discardOldEntities holds a writeLock on deleteLock, which will block other put operation, which eventually block the execution of YARN jobs(e.g. TEZ). When there is lots of history jobs in timelinestore, the block time will be very long. In our observation, it block all the TEZ jobs for several hours or longer. 

The possible solutions are:
- Optimize leveldb configuration,  so a full scan won't take long time.
- Take a snapshot of leveldb, and scan the snapshot, so we only need to hold lock while getSnapshot. One question is that whether snapshot will take long time or not, cause I have no experience with leveldb.",,,,Improvement,Resolved,Major,Shiwei Guo,,2015-09-22T04:30:14.348+0000,2015-09-23T00:47:45.506+0000,2015-09-23T00:44:54.558+0000,,"timelineserver, yarn",,,2,"['2015-09-22T14:56:14.698+0000', '2015-09-23T00:47:45.506+0000']","['Jason Darrell Lowe', 'Shiwei Guo']",,,,,0,[],[],False
YARN-4197,True False False,YARN,12895019,0,YARN-4193,Support heterogeneity (node-labels) in the YARN ReservationSystem,True,Modify PlanFollower to handle reservation with node-labels,"This JIRA tracks all the changes needed in the PlanFollower(s) 
to handle multiple node-labels, and properly publish reservation to the 
underlying scheduler, as well as gathering from the NodeLabelsManager the
availability of resources per-label and inform the Plan.",,,,Sub-task,Open,Major,Carlo Curino,Alexey Tumanov,2015-09-21T01:41:33.529+0000,2015-12-17T06:10:59.962+0000,,,,,,0,[],[],,,,,0,[],[],False
YARN-4195,True False False,YARN,12895017,0,YARN-4193,Support heterogeneity (node-labels) in the YARN ReservationSystem,True,"Support of node-labels in the ReservationSystem ""Plan""","As part of YARN-4193 we need to enhance the InMemoryPlan (and related classes) to track the per-label available resources, as well as the per-label
reservation-allocations.",,,,Sub-task,Patch Available,Major,Carlo Curino,Carlo Curino,2015-09-21T01:40:33.868+0000,2016-10-27T18:37:57.653+0000,,oct16-hard,scheduler,,,13,"['2015-12-17T06:04:36.877+0000', '2015-12-17T06:05:53.813+0000', '2015-12-17T09:02:21.166+0000', '2015-12-18T02:02:26.526+0000', '2015-12-18T03:41:05.205+0000', '2015-12-18T21:40:29.710+0000', '2015-12-18T23:24:52.472+0000', '2015-12-19T02:55:12.959+0000', '2015-12-22T03:46:45.710+0000', '2015-12-23T03:15:44.992+0000', '2015-12-29T20:07:33.478+0000', '2015-12-31T01:38:56.275+0000', '2016-01-04T16:53:33.756+0000']","['Carlo Curino', 'Carlo Curino', 'Hadoop QA', 'Christopher Douglas', 'Christopher Douglas', 'Wangda Tan', 'Carlo Curino', 'Wangda Tan', 'Carlo Curino', 'Wangda Tan', 'Subramaniam Krishnan', 'Subramaniam Krishnan', 'Carlo Curino']",,,,,1,['2015-12-17T05:43:15.863+0000'],['YARN-4195.patch'],True
YARN-4194,True False False,YARN,12895016,0,YARN-4193,Support heterogeneity (node-labels) in the YARN ReservationSystem,True,Extend Reservation Definition Langauge (RDL) extensions to support node labels,"This JIRA tracks changes to the APIs to the reservation system to support
the expressivity of node-labels.",,,,Sub-task,Patch Available,Major,Carlo Curino,Alexey Tumanov,2015-09-21T01:40:03.445+0000,2016-10-27T18:37:07.036+0000,,oct16-medium,scheduler,,,14,"['2015-12-09T00:28:29.740+0000', '2015-12-09T02:01:04.997+0000', '2015-12-09T05:27:28.866+0000', '2015-12-11T04:49:14.516+0000', '2015-12-12T02:14:03.372+0000', '2015-12-12T03:04:17.838+0000', '2015-12-14T18:41:36.515+0000', '2015-12-17T23:27:21.792+0000', '2015-12-18T03:05:15.348+0000', '2015-12-21T23:48:22.381+0000', '2015-12-21T23:49:37.334+0000', '2016-06-01T21:11:54.478+0000', '2016-06-01T21:14:35.077+0000', '2016-06-01T21:45:08.991+0000']","['Alexey Tumanov', 'Alexey Tumanov', 'Hadoop QA', 'Alexey Tumanov', 'Hadoop QA', 'Hadoop QA', 'Carlo Curino', 'Subramaniam Krishnan', 'Alexey Tumanov', 'Carlo Curino', 'Carlo Curino', 'Alexey Tumanov', 'Alexey Tumanov', 'Hadoop QA']",,,,,3,"['2015-12-09T02:01:04.986+0000', '2015-12-11T04:49:14.507+0000', '2016-06-01T21:11:54.465+0000']","['YARN-4194-v1.patch', 'YARN-4194-v2.patch', 'YARN-4194-v4.patch']",True
YARN-4193,True False False,YARN,12895015,0,,,False,Support heterogeneity (node-labels) in the YARN ReservationSystem,"This umbrella JIRA tracks the enhancement of the reservation system,
to support node-label expressions. The user will be allowed to book
reservations on specific node-labels. This is key as heterogeneity
of hardware/software/logical configuration should be addressable during
the reservation process.",,,,Improvement,Open,Major,Carlo Curino,,2015-09-21T01:39:10.058+0000,2015-09-21T01:39:10.058+0000,,,,,,0,[],[],,,,,0,[],[],False
YARN-4189,True True False,YARN,12888719,0,,,False,Capacity Scheduler : Improve location preference waiting mechanism,"There're some issues with current Capacity Scheduler implementation of delay scheduling:

*1) Waiting time to allocate each container highly depends on cluster availability*
Currently, app can only increase missed-opportunity when a node has available resource AND it gets traversed by a scheduler. There’re lots of possibilities that an app doesn’t get traversed by a scheduler, for example:

A cluster has 2 racks (rack1/2), each rack has 40 nodes. Node-locality-delay=40. An application prefers rack1. Node-heartbeat-interval=1s.
Assume there are 2 nodes available on rack1, delay to allocate one container = 40 sec.
If there are 20 nodes available on rack1, delay of allocating one container = 2 sec.

*2) It could violate scheduling policies (Fifo/Priority/Fair)*

Assume a cluster is highly utilized, an app (app1) has higher priority, it wants locality. And there’s another app (app2) has lower priority, but it doesn’t care about locality. When node heartbeats with available resource, app1 decides to wait, so app2 gets the available slot. This should be considered as a bug that we need to fix.

The same problem could happen when we use FIFO/Fair queue policies.

Another problem similar to this is related to preemption: when preemption policy preempts some resources from queue-A for queue-B (queue-A is over-satisfied and queue-B is under-satisfied). But queue-B is waiting for the node-locality-delay so queue-A will get resources back. In next round, preemption policy could preempt this resources again from queue-A.

This JIRA is target to solve these problems.",,,,Improvement,Open,Major,Wangda Tan,Wangda Tan,2015-09-19T00:37:17.027+0000,2015-10-21T22:32:23.227+0000,,,capacity scheduler,,,4,"['2015-09-19T04:21:18.819+0000', '2015-09-21T17:52:22.110+0000', '2015-09-22T01:30:15.674+0000', '2015-09-22T18:08:10.073+0000']","['Xianyin Xin', 'Wangda Tan', 'Xianyin Xin', 'Wangda Tan']",,,,,1,['2015-09-19T00:37:57.152+0000'],['YARN-4189 design v1.pdf'],True
YARN-4186,True False False,YARN,12888633,0,,,False,Make WebAppUtils a public API for yarn,"Application types like Tez will want to expose AM container log location to users without having to make a call to the RM.

Exposing getRunningLogURL as public will provide this functionality.

Jon",,,,Improvement,Patch Available,Major,Jonathan Turner Eagles,Kuhu Shukla,2015-09-18T18:23:04.134+0000,2016-10-27T18:35:05.205+0000,,oct16-easy,"api, webapp",,,5,"['2015-09-18T18:39:05.838+0000', '2015-09-29T15:07:35.517+0000', '2015-09-29T16:13:16.503+0000', '2015-10-21T16:59:39.267+0000', '2015-10-22T15:14:55.427+0000']","['Sunil G', 'Kuhu Shukla', 'Hadoop QA', 'Kuhu Shukla', 'Jonathan Turner Eagles']",,,,,1,['2015-09-29T15:07:35.512+0000'],['YARN-4186-v1.patch'],True
YARN-4181,True True False,YARN,12875799,0,,,False,node blacklist for AM launching,"In some cases, a node goes problematic and most launching containers fail on this node, as well as the launching AM containers.
Then this node has more available resource than other nodes in the cluster. The Application whose AM is failing has zero minShareRatio. With fair scheduler, this node is always rated first, and the misfortune Application is also likely rated first. The result is:  attempts of the this application are failing again and again on the same node.

We should avoid such a deadlock situation.

Solution 1: NM could detect the failure rate of containers. If the rate is high, the NM marks itself to unhealthy for a period. But we should be careful not to turn all nodes into unhealthy by a buggy Application. Maybe use failure rate of containers for different Applications.

Solution 2: To have Application level blacklist by AMLauncher, in addition to existing blacklist by AM.",,,,Bug,Open,Minor,Hong Zhiguo,Hong Zhiguo,2015-09-18T07:57:46.263+0000,2015-09-18T14:55:56.786+0000,,,resourcemanager,,,1,['2015-09-18T14:55:56.786+0000'],['Jason Darrell Lowe'],,,,,0,[],[],False
YARN-4176,True False False,YARN,12873181,0,,,False,Resync NM nodelabels with RM periodically for distributed nodelabels,"This JIRA is for handling the below set of issue
# Distributed nodelabels after NM registered with RM if cluster nodelabels are removed and added then NM doesnt resend labels in heartbeat again untils any change in labels
# NM registration failed with Nodelabels should resend labels again to RM 

The above cases can be handled by  resync nodeLabels with RM every x interval

# Add property {{yarn.nodemanager.node-labels.provider.resync-interval-ms}} and  will resend nodelabels to RM based on config no matter what the registration fails or success.",,,,Bug,Resolved,Major,Bibin Chundatt,Bibin Chundatt,2015-09-17T05:19:44.278+0000,2017-12-13T03:53:05.488+0000,2015-10-05T22:51:00.751+0000,,,"2.8.0, 3.0.0-alpha1",,32,"['2015-09-17T07:19:24.834+0000', '2015-09-17T09:14:18.843+0000', '2015-09-17T09:49:35.472+0000', '2015-09-17T13:55:25.259+0000', '2015-09-19T13:45:40.526+0000', '2015-09-19T14:40:43.723+0000', '2015-09-20T12:33:44.697+0000', '2015-09-20T13:35:43.487+0000', '2015-09-20T14:55:07.553+0000', '2015-09-20T15:14:41.825+0000', '2015-09-21T04:26:17.543+0000', '2015-09-21T09:48:21.964+0000', '2015-09-21T10:55:22.066+0000', '2015-09-21T13:45:20.835+0000', '2015-09-22T18:10:39.834+0000', '2015-09-23T08:40:50.556+0000', '2015-09-23T10:17:21.443+0000', '2015-09-23T11:16:17.615+0000', '2015-09-23T11:27:36.166+0000', '2015-09-23T15:25:05.850+0000', '2015-09-24T21:56:19.133+0000', '2015-09-25T01:11:13.750+0000', '2015-09-25T03:42:14.834+0000', '2015-10-05T22:44:28.016+0000', '2015-10-05T22:51:00.786+0000', '2015-10-05T22:55:34.376+0000', '2015-10-05T23:20:24.759+0000', '2015-10-05T23:51:49.251+0000', '2015-10-06T00:43:02.246+0000', '2015-10-06T01:38:12.118+0000', '2015-10-06T03:08:00.814+0000', '2015-10-06T05:57:46.894+0000']","['Naganarasimha G R', 'Bibin Chundatt', 'Steve Loughran', 'Naganarasimha G R', 'Bibin Chundatt', 'Hadoop QA', 'Bibin Chundatt', 'Hadoop QA', 'Hadoop QA', 'Bibin Chundatt', 'Naganarasimha G R', 'Bibin Chundatt', 'Hadoop QA', 'Bibin Chundatt', 'Bibin Chundatt', 'Naganarasimha G R', 'Bibin Chundatt', 'Hadoop QA', 'Bibin Chundatt', 'Naganarasimha G R', 'Wangda Tan', 'Bibin Chundatt', 'Naganarasimha G R', 'Wangda Tan', 'Wangda Tan', 'Hudson', 'Hudson', 'Hudson', 'Hudson', 'Hudson', 'Hudson', 'Hudson']",,,,,5,"['2015-09-19T13:45:40.521+0000', '2015-09-20T12:33:44.693+0000', '2015-09-20T13:50:19.743+0000', '2015-09-21T09:48:21.961+0000', '2015-09-23T10:17:21.439+0000']","['0001-YARN-4176.patch', '0002-YARN-4176.patch', '0003-YARN-4176.patch', '0004-YARN-4176.patch', '0005-YARN-4176.patch']",True
YARN-4166,True False False,YARN,12864457,0,YARN-1197,Support changing resources of an allocated container,True,Support changing container cpu resource,"Memory resizing is now supported, we need to support the same for cpu.",,,,Sub-task,Resolved,Major,Jian He,Yang Wang,2015-09-16T06:13:50.802+0000,2018-05-11T02:48:44.246+0000,2018-05-11T02:48:44.202+0000,,"api, nodemanager, resourcemanager",,,22,"['2015-09-16T06:53:19.101+0000', '2015-09-16T07:04:07.295+0000', '2017-04-18T08:39:45.883+0000', '2017-04-18T10:05:40.324+0000', '2017-04-19T06:46:40.653+0000', '2017-04-19T12:01:43.185+0000', '2017-04-19T13:08:45.442+0000', '2017-04-19T13:14:45.676+0000', '2017-04-19T15:28:58.953+0000', '2017-04-20T10:55:24.984+0000', '2017-04-20T11:31:49.270+0000', '2017-04-20T13:37:29.227+0000', '2017-04-20T16:16:53.960+0000', '2017-04-20T16:26:58.901+0000', '2017-04-24T19:15:06.922+0000', '2017-04-27T07:43:37.591+0000', '2017-05-04T04:22:29.136+0000', '2017-05-04T06:02:11.176+0000', '2017-05-04T06:07:09.474+0000', '2017-05-04T06:54:23.522+0000', '2017-08-15T07:41:13.180+0000', '2018-05-11T02:48:44.236+0000']","['Naganarasimha G R', 'Jian He', 'Yang Wang', 'Naganarasimha G R', 'NGarla_INVALID', 'Yang Wang', 'Yang Wang', 'Naganarasimha G R', 'Hadoop QA', 'Yang Wang', 'Hadoop QA', 'Naganarasimha G R', 'Hadoop QA', 'Yang Wang', 'Naganarasimha G R', 'Yang Wang', 'Hadoop QA', 'Hadoop QA', 'Yang Wang', 'Naganarasimha G R', 'Hadoop QA', 'Yang Wang']",,,,,4,"['2017-04-20T10:50:35.740+0000', '2017-04-20T15:35:01.170+0000', '2017-05-04T01:56:38.416+0000', '2017-05-04T05:24:58.372+0000']","['YARN-4166.001.patch', 'YARN-4166.002.patch', 'YARN-4166.003.patch', 'YARN-4166.004.patch']",True
YARN-4162,True False False,YARN,12864330,0,YARN-2492,(Clone of YARN-796) Allow for (admin) labels on nodes and resource-requests,True,CapacityScheduler: Add resource usage by partition and queue capacity by partition to REST API,When Node Labels are enabled then REST Scheduler Information should also provide partition specific queue information similar to the existing Web UI,,,,Sub-task,Resolved,Major,Naganarasimha G R,Naganarasimha G R,2015-09-15T18:59:28.262+0000,2016-08-30T01:16:38.514+0000,2015-10-16T22:26:46.323+0000,,"api, client, resourcemanager","2.8.0, 3.0.0-alpha1",,35,"['2015-09-27T16:58:34.835+0000', '2015-09-27T18:48:43.573+0000', '2015-09-30T06:48:44.285+0000', '2015-09-30T06:57:26.230+0000', '2015-09-30T07:02:26.958+0000', '2015-09-30T19:06:59.956+0000', '2015-09-30T20:21:30.794+0000', '2015-10-03T06:00:06.967+0000', '2015-10-03T08:12:16.876+0000', '2015-10-05T18:50:05.353+0000', '2015-10-05T21:11:55.711+0000', '2015-10-05T22:25:19.834+0000', '2015-10-06T04:38:30.608+0000', '2015-10-06T06:57:52.809+0000', '2015-10-09T00:18:12.693+0000', '2015-10-09T04:19:15.299+0000', '2015-10-09T23:35:41.745+0000', '2015-10-10T00:34:04.506+0000', '2015-10-12T15:10:25.825+0000', '2015-10-12T17:06:10.681+0000', '2015-10-12T21:05:17.535+0000', '2015-10-12T22:02:55.107+0000', '2015-10-12T23:05:34.971+0000', '2015-10-13T16:36:52.304+0000', '2015-10-14T21:30:39.221+0000', '2015-10-15T01:48:59.889+0000', '2015-10-15T18:40:52.833+0000', '2015-10-16T22:26:46.364+0000', '2015-10-16T22:57:10.954+0000', '2015-10-16T23:19:30.458+0000', '2015-10-16T23:36:39.263+0000', '2015-10-17T01:06:33.587+0000', '2015-10-17T02:21:32.891+0000', '2015-10-17T04:00:12.138+0000', '2015-10-17T06:29:46.796+0000']","['Naganarasimha G R', 'Hadoop QA', 'Wangda Tan', 'Naganarasimha G R', 'Wangda Tan', 'Naganarasimha G R', 'Wangda Tan', 'Naganarasimha G R', 'Hadoop QA', 'Naganarasimha G R', 'Hadoop QA', 'Wangda Tan', 'Naganarasimha G R', 'Hadoop QA', 'Wangda Tan', 'Naganarasimha G R', 'Wangda Tan', 'Naganarasimha G R', 'Naganarasimha G R', 'Hadoop QA', 'Wangda Tan', 'Naganarasimha G R', 'Wangda Tan', 'Naganarasimha G R', 'Naganarasimha G R', 'Hadoop QA', 'Wangda Tan', 'Wangda Tan', 'Hudson', 'Hudson', 'Hudson', 'Hudson', 'Hudson', 'Hudson', 'Hudson']",,,,,7,"['2015-10-03T06:07:05.474+0000', '2015-09-27T16:58:34.823+0000', '2015-10-03T06:07:05.477+0000', '2015-10-05T18:50:05.342+0000', '2015-10-06T04:29:40.467+0000', '2015-10-12T15:10:25.813+0000', '2015-10-14T21:30:39.210+0000']","['restAndJsonOutput.zip', 'YARN-4162.v1.001.patch', 'YARN-4162.v2.001.patch', 'YARN-4162.v2.002.patch', 'YARN-4162.v2.003.patch', 'YARN-4162.v2.004.patch', 'YARN-4162.v2.005.patch']",True
